user_id,event_name,event_time,kyc_document_type,status
1030,account_created,2025-02-11 17:00:00,,
1030,phone_verified,2025-02-11 17:21:00,,
1030,kyc_started,2025-02-11 18:25:00,Passport,started
1030,kyc_approved,2025-02-11 18:37:00,Passport,approved
1031,account_created,2025-03-01 11:00:00,,
1031,phone_verified,2025-03-01 11:25:00,,
1031,kyc_started,2025-03-01 11:48:00,State ID,started
1031,kyc_approved,2025-03-01 16:11:00,State ID,approved
1031,bank_linked,2025-03-03 01:11:00,,linked
1032,account_created,2025-03-21 13:00:00,,
1032,phone_verified,2025-03-21 13:11:00,,
1032,kyc_started,2025-03-21 14:38:00,Driver License,started
1032,kyc_approved,2025-03-21 21:42:00,Driver License,approved
1032,bank_linked,2025-03-22 21:42:00,,linked
1033,account_created,2025-01-15 20:00:00,,
1033,phone_verified,2025-01-15 20:09:00,,
1033,kyc_started,2025-01-15 21:51:00,Driver License,started
1033,kyc_approved,2025-01-15 22:21:00,Driver License,approved
1033,bank_linked,2025-01-16 10:21:00,,linked
1034,account_created,2025-03-03 12:00:00,,
1034,phone_verified,2025-03-03 12:12:00,,
1034,kyc_started,2025-03-03 14:58:00,Driver License,started
1034,kyc_approved,2025-03-03 17:39:00,Driver License,approved
1034,bank_linked,2025-03-04 09:39:00,,linked
1035,account_created,2025-03-03 17:00:00,,
1035,phone_verified,2025-03-03 17:06:00,,
1035,kyc_started,2025-03-03 17:18:00,Passport,started
1036,account_created,2025-02-16 10:00:00,,
1036,phone_verified,2025-02-16 10:23:00,,
1036,kyc_started,2025-02-16 10:55:00,Passport,started
1036,kyc_approved,2025-02-16 11:08:00,Passport,approved
1036,bank_linked,2025-02-19 06:08:00,,linked
1037,account_created,2025-03-03 14:00:00,,
1037,phone_verified,2025-03-03 14:19:00,,
1037,kyc_started,2025-03-03 16:59:00,Driver License,started
1037,kyc_approved,2025-03-03 17:48:00,Driver License,approved
1038,account_created,2025-02-20 18:00:00,,
1038,phone_verified,2025-02-20 18:22:00,,
1038,kyc_started,2025-02-20 18:30:00,Driver License,started
1038,kyc_approved,2025-02-20 20:40:00,Driver License,approved
1038,bank_linked,2025-02-22 16:40:00,,linked
1039,account_created,2025-02-24 17:00:00,,
1039,phone_verified,2025-02-24 17:27:00,,
1039,kyc_started,2025-02-24 18:57:00,Passport,started
1039,kyc_approved,2025-02-24 20:13:00,Passport,approved
1039,bank_linked,2025-02-25 06:13:00,,linked
1040,account_created,2025-03-05 13:00:00,,
1040,phone_verified,2025-03-05 13:22:00,,
1040,kyc_started,2025-03-05 14:57:00,Driver License,started
1041,account_created,2025-01-03 13:00:00,,
1041,phone_verified,2025-01-03 13:02:00,,
1041,kyc_started,2025-01-03 13:54:00,Driver License,started
1041,kyc_approved,2025-01-03 23:28:00,Driver License,approved
1041,bank_linked,2025-01-05 12:28:00,,linked
1042,account_created,2025-02-20 16:00:00,,
1042,phone_verified,2025-02-20 16:02:00,,
1042,kyc_started,2025-02-20 16:36:00,Passport,started
1043,account_created,2025-01-07 19:00:00,,
1043,phone_verified,2025-01-07 19:24:00,,
1043,kyc_started,2025-01-07 21:47:00,Driver License,started
1043,kyc_approved,2025-01-08 01:36:00,Driver License,approved
1044,account_created,2025-01-21 15:00:00,,
1044,phone_verified,2025-01-21 15:07:00,,
1044,kyc_started,2025-01-21 17:21:00,Driver License,started
1044,kyc_approved,2025-01-22 02:30:00,Driver License,approved
1044,bank_linked,2025-01-23 13:30:00,,linked
1045,account_created,2025-03-14 14:00:00,,
1045,phone_verified,2025-03-14 14:29:00,,
1045,kyc_started,2025-03-14 15:37:00,Driver License,started
1045,kyc_approved,2025-03-14 21:31:00,Driver License,approved
1045,bank_linked,2025-03-16 20:31:00,,linked
1046,account_created,2025-02-08 10:00:00,,
1046,phone_verified,2025-02-08 10:22:00,,
1046,kyc_started,2025-02-08 10:54:00,Driver License,started
1047,account_created,2025-01-18 17:00:00,,
1047,phone_verified,2025-01-18 17:25:00,,
1047,kyc_started,2025-01-18 20:16:00,Driver License,started
1047,kyc_approved,2025-01-19 05:38:00,Driver License,approved
1048,account_created,2025-01-04 16:00:00,,
1048,phone_verified,2025-01-04 16:21:00,,
1048,kyc_started,2025-01-04 17:42:00,Driver License,started
1048,kyc_approved,2025-01-04 18:58:00,Driver License,approved
1048,bank_linked,2025-01-07 05:58:00,,linked
1049,account_created,2025-03-30 13:00:00,,
1049,phone_verified,2025-03-30 13:06:00,,
1049,kyc_started,2025-03-30 14:40:00,Passport,started
1049,kyc_approved,2025-03-30 15:03:00,Passport,approved
1049,bank_linked,2025-04-01 19:03:00,,linked
1050,account_created,2025-03-01 11:00:00,,
1050,phone_verified,2025-03-01 11:19:00,,
1050,kyc_started,2025-03-01 11:46:00,Driver License,started
1050,kyc_approved,2025-03-01 19:14:00,Driver License,approved
1050,bank_linked,2025-03-04 05:14:00,,linked
1051,account_created,2025-01-14 12:00:00,,
1052,account_created,2025-01-09 13:00:00,,
1052,phone_verified,2025-01-09 13:20:00,,
1052,kyc_started,2025-01-09 15:15:00,Driver License,started
1052,kyc_approved,2025-01-09 16:42:00,Driver License,approved
1052,bank_linked,2025-01-11 12:42:00,,linked
1053,account_created,2025-03-31 15:00:00,,
1053,phone_verified,2025-03-31 15:22:00,,
1053,kyc_started,2025-03-31 16:54:00,Driver License,started
1053,kyc_approved,2025-03-31 17:37:00,Driver License,approved
1054,account_created,2025-02-22 15:00:00,,
1054,phone_verified,2025-02-22 15:07:00,,
1054,kyc_started,2025-02-22 17:46:00,Driver License,started
1054,kyc_approved,2025-02-22 21:07:00,Driver License,approved
1054,bank_linked,2025-02-24 17:07:00,,linked
1055,account_created,2025-01-02 11:00:00,,
1055,phone_verified,2025-01-02 11:16:00,,
1055,kyc_started,2025-01-02 11:44:00,Driver License,started
1056,account_created,2025-03-25 15:00:00,,
1056,phone_verified,2025-03-25 15:10:00,,
1057,account_created,2025-03-01 18:00:00,,
1057,phone_verified,2025-03-01 18:24:00,,
1057,kyc_started,2025-03-01 20:36:00,Passport,started
1057,kyc_approved,2025-03-01 21:12:00,Passport,approved
1057,bank_linked,2025-03-02 15:12:00,,linked
1058,account_created,2025-03-12 20:00:00,,
1058,phone_verified,2025-03-12 20:21:00,,
1058,kyc_started,2025-03-12 21:14:00,Driver License,started
1058,kyc_approved,2025-03-13 04:41:00,Driver License,approved
1058,bank_linked,2025-03-14 05:41:00,,linked
1059,account_created,2025-02-13 09:00:00,,
1059,phone_verified,2025-02-13 09:19:00,,
1059,kyc_started,2025-02-13 11:24:00,Driver License,started
1059,kyc_approved,2025-02-13 12:30:00,Driver License,approved
1059,bank_linked,2025-02-14 01:30:00,,linked
1060,account_created,2025-01-08 14:00:00,,
1060,phone_verified,2025-01-08 14:14:00,,
1061,account_created,2025-02-16 21:00:00,,
1062,account_created,2025-02-04 12:00:00,,
1062,phone_verified,2025-02-04 12:09:00,,
1062,kyc_started,2025-02-04 12:39:00,Driver License,started
1063,account_created,2025-03-19 13:00:00,,
1063,phone_verified,2025-03-19 13:21:00,,
1063,kyc_started,2025-03-19 13:28:00,Driver License,started
1063,kyc_approved,2025-03-19 16:34:00,Driver License,approved
1063,bank_linked,2025-03-21 03:34:00,,linked
1064,account_created,2025-03-22 20:00:00,,
1064,phone_verified,2025-03-22 20:07:00,,
1064,kyc_started,2025-03-22 21:10:00,State ID,started
1064,kyc_approved,2025-03-23 01:38:00,State ID,approved
1064,bank_linked,2025-03-23 14:38:00,,linked
1065,account_created,2025-02-05 21:00:00,,
1065,phone_verified,2025-02-05 21:01:00,,
1065,kyc_started,2025-02-05 22:24:00,State ID,started
1066,account_created,2025-02-19 17:00:00,,
1066,phone_verified,2025-02-19 17:25:00,,
1066,kyc_started,2025-02-19 18:25:00,Driver License,started
1066,kyc_approved,2025-02-20 02:52:00,Driver License,approved
1067,account_created,2025-01-04 15:00:00,,
1067,phone_verified,2025-01-04 15:09:00,,
1067,kyc_started,2025-01-04 16:31:00,Driver License,started
1068,account_created,2025-01-02 12:00:00,,
1069,account_created,2025-01-06 16:00:00,,
1069,phone_verified,2025-01-06 16:04:00,,
1069,kyc_started,2025-01-06 18:03:00,Driver License,started
1069,kyc_approved,2025-01-06 19:50:00,Driver License,approved
1069,bank_linked,2025-01-07 03:50:00,,linked
1070,account_created,2025-02-23 19:00:00,,
1070,phone_verified,2025-02-23 19:02:00,,
1071,account_created,2025-01-04 14:00:00,,
1071,phone_verified,2025-01-04 14:10:00,,
1072,account_created,2025-02-23 15:00:00,,
1072,phone_verified,2025-02-23 15:29:00,,
1072,kyc_started,2025-02-23 15:46:00,State ID,started
1072,kyc_approved,2025-02-23 17:50:00,State ID,approved
1073,account_created,2025-03-04 16:00:00,,
1073,phone_verified,2025-03-04 16:17:00,,
1073,kyc_started,2025-03-04 18:43:00,Passport,started
1073,kyc_approved,2025-03-04 19:15:00,Passport,approved
1073,bank_linked,2025-03-05 07:15:00,,linked
1074,account_created,2025-01-18 20:00:00,,
1074,phone_verified,2025-01-18 20:06:00,,
1074,kyc_started,2025-01-18 20:50:00,Driver License,started
1074,kyc_approved,2025-01-19 05:59:00,Driver License,approved
1074,bank_linked,2025-01-20 15:59:00,,linked
1075,account_created,2025-03-31 19:00:00,,
1075,phone_verified,2025-03-31 19:03:00,,
1075,kyc_started,2025-03-31 20:34:00,Driver License,started
1075,kyc_approved,2025-04-01 04:22:00,Driver License,approved
1075,bank_linked,2025-04-01 09:22:00,,linked
1076,account_created,2025-02-13 20:00:00,,
1076,phone_verified,2025-02-13 20:16:00,,
1076,kyc_started,2025-02-13 21:47:00,Driver License,started
1076,kyc_approved,2025-02-14 02:39:00,Driver License,approved
1077,account_created,2025-02-03 20:00:00,,
1077,phone_verified,2025-02-03 20:05:00,,
1077,kyc_started,2025-02-03 21:36:00,Passport,started
1078,account_created,2025-03-15 18:00:00,,
1078,phone_verified,2025-03-15 18:25:00,,
1078,kyc_started,2025-03-15 20:22:00,Driver License,started
1078,kyc_approved,2025-03-16 05:07:00,Driver License,approved
1078,bank_linked,2025-03-18 06:07:00,,linked
1079,account_created,2025-03-03 11:00:00,,
1079,phone_verified,2025-03-03 11:29:00,,
1079,kyc_started,2025-03-03 13:13:00,Driver License,started
1080,account_created,2025-01-14 20:00:00,,
1080,phone_verified,2025-01-14 20:11:00,,
1080,kyc_started,2025-01-14 22:15:00,Driver License,started
1081,account_created,2025-02-17 18:00:00,,
1081,phone_verified,2025-02-17 18:14:00,,
1081,kyc_started,2025-02-17 19:54:00,State ID,started
1082,account_created,2025-01-15 08:00:00,,
1082,phone_verified,2025-01-15 08:29:00,,
1082,kyc_started,2025-01-15 11:09:00,Driver License,started
1082,kyc_approved,2025-01-15 14:26:00,Driver License,approved
1082,bank_linked,2025-01-18 00:26:00,,linked
1083,account_created,2025-03-13 12:00:00,,
1083,phone_verified,2025-03-13 12:17:00,,
1083,kyc_started,2025-03-13 12:55:00,Driver License,started
1083,kyc_approved,2025-03-13 21:40:00,Driver License,approved
1083,bank_linked,2025-03-14 17:40:00,,linked
1084,account_created,2025-03-19 16:00:00,,
1084,phone_verified,2025-03-19 16:06:00,,
1084,kyc_started,2025-03-19 18:35:00,State ID,started
1084,kyc_approved,2025-03-20 01:29:00,State ID,approved
1084,bank_linked,2025-03-21 04:29:00,,linked
1085,account_created,2025-03-28 13:00:00,,
1085,phone_verified,2025-03-28 13:14:00,,
1085,kyc_started,2025-03-28 15:36:00,Passport,started
1085,kyc_approved,2025-03-28 16:36:00,Passport,approved
1085,bank_linked,2025-03-31 12:36:00,,linked
1086,account_created,2025-03-03 11:00:00,,
1086,phone_verified,2025-03-03 11:02:00,,
1087,account_created,2025-02-09 11:00:00,,
1087,phone_verified,2025-02-09 11:16:00,,
1087,kyc_started,2025-02-09 11:46:00,Driver License,started
1087,kyc_approved,2025-02-09 21:06:00,Driver License,approved
1088,account_created,2025-03-26 11:00:00,,
1088,phone_verified,2025-03-26 11:22:00,,
1088,kyc_started,2025-03-26 13:47:00,State ID,started
1088,kyc_approved,2025-03-26 18:40:00,State ID,approved
1088,bank_linked,2025-03-27 12:40:00,,linked
1089,account_created,2025-03-21 09:00:00,,
1089,phone_verified,2025-03-21 09:22:00,,
1089,kyc_started,2025-03-21 11:00:00,Driver License,started
1089,kyc_approved,2025-03-21 11:55:00,Driver License,approved
1089,bank_linked,2025-03-21 21:55:00,,linked
1090,account_created,2025-03-23 14:00:00,,
1090,phone_verified,2025-03-23 14:08:00,,
1091,account_created,2025-02-22 14:00:00,,
1091,phone_verified,2025-02-22 14:06:00,,
1091,kyc_started,2025-02-22 14:56:00,Driver License,started
1091,kyc_approved,2025-02-22 16:18:00,Driver License,approved
1092,account_created,2025-01-24 19:00:00,,
1092,phone_verified,2025-01-24 19:06:00,,
1092,kyc_started,2025-01-24 21:31:00,Passport,started
1093,account_created,2025-01-26 18:00:00,,
1093,phone_verified,2025-01-26 18:27:00,,
1094,account_created,2025-03-30 20:00:00,,
1094,phone_verified,2025-03-30 20:24:00,,
1094,kyc_started,2025-03-30 20:40:00,Driver License,started
1095,account_created,2025-03-01 08:00:00,,
1095,phone_verified,2025-03-01 08:13:00,,
1095,kyc_started,2025-03-01 09:04:00,Driver License,started
1095,kyc_approved,2025-03-01 16:02:00,Driver License,approved
1095,bank_linked,2025-03-01 21:02:00,,linked
1096,account_created,2025-02-10 19:00:00,,
1096,phone_verified,2025-02-10 19:28:00,,
1096,kyc_started,2025-02-10 20:26:00,Passport,started
1096,kyc_approved,2025-02-10 22:19:00,Passport,approved
1096,bank_linked,2025-02-13 10:19:00,,linked
1097,account_created,2025-01-29 16:00:00,,
1097,phone_verified,2025-01-29 16:04:00,,
1098,account_created,2025-01-15 09:00:00,,
1098,phone_verified,2025-01-15 09:03:00,,
1098,kyc_started,2025-01-15 11:38:00,Passport,started
1098,kyc_approved,2025-01-15 11:49:00,Passport,approved
1099,account_created,2025-02-14 20:00:00,,
1099,phone_verified,2025-02-14 20:13:00,,
1099,kyc_started,2025-02-14 21:50:00,Passport,started
1100,account_created,2025-03-06 10:00:00,,
1100,phone_verified,2025-03-06 10:24:00,,
1100,kyc_started,2025-03-06 12:55:00,Driver License,started
1100,kyc_approved,2025-03-06 22:51:00,Driver License,approved
1101,account_created,2025-03-30 09:00:00,,
1101,phone_verified,2025-03-30 09:07:00,,
1101,kyc_started,2025-03-30 11:57:00,State ID,started
1102,account_created,2025-03-12 17:00:00,,
1102,phone_verified,2025-03-12 17:23:00,,
1102,kyc_started,2025-03-12 17:44:00,State ID,started
1102,kyc_approved,2025-03-13 01:23:00,State ID,approved
1102,bank_linked,2025-03-14 23:23:00,,linked
1103,account_created,2025-01-09 19:00:00,,
1103,phone_verified,2025-01-09 19:18:00,,
1103,kyc_started,2025-01-09 19:49:00,Driver License,started
1103,kyc_approved,2025-01-09 21:18:00,Driver License,approved
1103,bank_linked,2025-01-12 18:18:00,,linked
1104,account_created,2025-03-29 17:00:00,,
1104,phone_verified,2025-03-29 17:03:00,,
1104,kyc_started,2025-03-29 18:52:00,Driver License,started
1104,kyc_approved,2025-03-29 23:17:00,Driver License,approved
1104,bank_linked,2025-03-30 19:17:00,,linked
1105,account_created,2025-01-01 08:00:00,,
1105,phone_verified,2025-01-01 08:29:00,,
1105,kyc_started,2025-01-01 08:38:00,State ID,started
1105,kyc_approved,2025-01-01 11:11:00,State ID,approved
1105,bank_linked,2025-01-04 09:11:00,,linked
1106,account_created,2025-01-08 09:00:00,,
1107,account_created,2025-03-29 21:00:00,,
1107,phone_verified,2025-03-29 21:29:00,,
1108,account_created,2025-03-04 17:00:00,,
1108,phone_verified,2025-03-04 17:01:00,,
1108,kyc_started,2025-03-04 19:20:00,Passport,started
1108,kyc_approved,2025-03-04 19:53:00,Passport,approved
1108,bank_linked,2025-03-05 12:53:00,,linked
1109,account_created,2025-01-11 12:00:00,,
1109,phone_verified,2025-01-11 12:15:00,,
1109,kyc_started,2025-01-11 14:35:00,Driver License,started
1109,kyc_approved,2025-01-11 23:39:00,Driver License,approved
1109,bank_linked,2025-01-13 06:39:00,,linked
1110,account_created,2025-03-22 16:00:00,,
1110,phone_verified,2025-03-22 16:02:00,,
1110,kyc_started,2025-03-22 18:06:00,Driver License,started
1110,kyc_approved,2025-03-22 20:04:00,Driver License,approved
1111,account_created,2025-01-08 11:00:00,,
1111,phone_verified,2025-01-08 11:28:00,,
1112,account_created,2025-02-04 16:00:00,,
1112,phone_verified,2025-02-04 16:12:00,,
1112,kyc_started,2025-02-04 17:23:00,Driver License,started
1112,kyc_approved,2025-02-04 23:43:00,Driver License,approved
1113,account_created,2025-02-04 11:00:00,,
1113,phone_verified,2025-02-04 11:03:00,,
1113,kyc_started,2025-02-04 12:57:00,Driver License,started
1113,kyc_approved,2025-02-04 19:48:00,Driver License,approved
1114,account_created,2025-02-02 10:00:00,,
1114,phone_verified,2025-02-02 10:09:00,,
1115,account_created,2025-01-05 08:00:00,,
1115,phone_verified,2025-01-05 08:11:00,,
1115,kyc_started,2025-01-05 08:39:00,Driver License,started
1115,kyc_approved,2025-01-05 11:56:00,Driver License,approved
1116,account_created,2025-02-10 19:00:00,,
1116,phone_verified,2025-02-10 19:01:00,,
1116,kyc_started,2025-02-10 21:49:00,Passport,started
1117,account_created,2025-01-28 10:00:00,,
1117,phone_verified,2025-01-28 10:12:00,,
1117,kyc_started,2025-01-28 12:49:00,Passport,started
1117,kyc_approved,2025-01-28 13:01:00,Passport,approved
1118,account_created,2025-01-07 14:00:00,,
1118,phone_verified,2025-01-07 14:11:00,,
1118,kyc_started,2025-01-07 14:35:00,Passport,started
1118,kyc_approved,2025-01-07 16:48:00,Passport,approved
1118,bank_linked,2025-01-08 05:48:00,,linked
1119,account_created,2025-03-14 13:00:00,,
1119,phone_verified,2025-03-14 13:21:00,,
1119,kyc_started,2025-03-14 16:04:00,Passport,started
1119,kyc_approved,2025-03-14 18:03:00,Passport,approved
1119,bank_linked,2025-03-15 08:03:00,,linked
1120,account_created,2025-03-13 16:00:00,,
1120,phone_verified,2025-03-13 16:23:00,,
1120,kyc_started,2025-03-13 18:31:00,Passport,started
1120,kyc_approved,2025-03-13 19:10:00,Passport,approved
1120,bank_linked,2025-03-15 09:10:00,,linked
1121,account_created,2025-01-12 10:00:00,,
1122,account_created,2025-02-03 15:00:00,,
1122,phone_verified,2025-02-03 15:15:00,,
1122,kyc_started,2025-02-03 15:29:00,Driver License,started
1122,kyc_approved,2025-02-03 18:06:00,Driver License,approved
1123,account_created,2025-02-02 12:00:00,,
1124,account_created,2025-02-17 17:00:00,,
1124,phone_verified,2025-02-17 17:05:00,,
1124,kyc_started,2025-02-17 17:25:00,Driver License,started
1124,kyc_approved,2025-02-18 03:22:00,Driver License,approved
1124,bank_linked,2025-02-20 03:22:00,,linked
1125,account_created,2025-01-23 15:00:00,,
1125,phone_verified,2025-01-23 15:16:00,,
1126,account_created,2025-03-03 20:00:00,,
1126,phone_verified,2025-03-03 20:25:00,,
1127,account_created,2025-03-29 17:00:00,,
1127,phone_verified,2025-03-29 17:04:00,,
1127,kyc_started,2025-03-29 17:50:00,State ID,started
1127,kyc_approved,2025-03-29 20:13:00,State ID,approved
1127,bank_linked,2025-03-31 18:13:00,,linked
1128,account_created,2025-02-06 09:00:00,,
1128,phone_verified,2025-02-06 09:22:00,,
1128,kyc_started,2025-02-06 10:36:00,State ID,started
1129,account_created,2025-02-13 19:00:00,,
1129,phone_verified,2025-02-13 19:21:00,,
1129,kyc_started,2025-02-13 20:37:00,State ID,started
1129,kyc_approved,2025-02-13 22:42:00,State ID,approved
1130,account_created,2025-03-27 09:00:00,,
1130,phone_verified,2025-03-27 09:11:00,,
1130,kyc_started,2025-03-27 09:52:00,Passport,started
1130,kyc_approved,2025-03-27 12:20:00,Passport,approved
1130,bank_linked,2025-03-29 06:20:00,,linked
1131,account_created,2025-02-04 11:00:00,,
1131,phone_verified,2025-02-04 11:17:00,,
1131,kyc_started,2025-02-04 14:14:00,State ID,started
1132,account_created,2025-03-06 09:00:00,,
1132,phone_verified,2025-03-06 09:05:00,,
1132,kyc_started,2025-03-06 11:07:00,Driver License,started
1133,account_created,2025-02-16 13:00:00,,
1133,phone_verified,2025-02-16 13:06:00,,
1133,kyc_started,2025-02-16 15:01:00,State ID,started
1133,kyc_approved,2025-02-16 22:27:00,State ID,approved
1133,bank_linked,2025-02-18 03:27:00,,linked
1134,account_created,2025-03-19 16:00:00,,
1134,phone_verified,2025-03-19 16:28:00,,
1134,kyc_started,2025-03-19 18:42:00,State ID,started
1135,account_created,2025-01-03 18:00:00,,
1135,phone_verified,2025-01-03 18:25:00,,
1135,kyc_started,2025-01-03 20:40:00,Driver License,started
1135,kyc_approved,2025-01-04 00:00:00,Driver License,approved
1135,bank_linked,2025-01-04 01:00:00,,linked
1136,account_created,2025-01-01 16:00:00,,
1136,phone_verified,2025-01-01 16:16:00,,
1137,account_created,2025-01-05 18:00:00,,
1137,phone_verified,2025-01-05 18:01:00,,
1138,account_created,2025-03-31 17:00:00,,
1138,phone_verified,2025-03-31 17:28:00,,
1138,kyc_started,2025-03-31 20:02:00,Driver License,started
1139,account_created,2025-01-14 08:00:00,,
1139,phone_verified,2025-01-14 08:25:00,,
1139,kyc_started,2025-01-14 11:01:00,Driver License,started
1139,kyc_approved,2025-01-14 12:30:00,Driver License,approved
1139,bank_linked,2025-01-17 06:30:00,,linked
1140,account_created,2025-01-27 21:00:00,,
1140,phone_verified,2025-01-27 21:28:00,,
1140,kyc_started,2025-01-28 00:20:00,Driver License,started
1141,account_created,2025-01-09 15:00:00,,
1141,phone_verified,2025-01-09 15:26:00,,
1141,kyc_started,2025-01-09 17:20:00,Driver License,started
1142,account_created,2025-03-20 20:00:00,,
1142,phone_verified,2025-03-20 20:27:00,,
1142,kyc_started,2025-03-20 23:18:00,State ID,started
1142,kyc_approved,2025-03-21 00:58:00,State ID,approved
1143,account_created,2025-01-15 15:00:00,,
1143,phone_verified,2025-01-15 15:18:00,,
1143,kyc_started,2025-01-15 17:03:00,Driver License,started
1143,kyc_approved,2025-01-15 21:40:00,Driver License,approved
1143,bank_linked,2025-01-17 00:40:00,,linked
1144,account_created,2025-03-31 13:00:00,,
1144,phone_verified,2025-03-31 13:16:00,,
1144,kyc_started,2025-03-31 13:23:00,Driver License,started
1144,kyc_approved,2025-03-31 15:13:00,Driver License,approved
1144,bank_linked,2025-04-02 16:13:00,,linked
1145,account_created,2025-02-11 13:00:00,,
1145,phone_verified,2025-02-11 13:04:00,,
